pair_id,intervention,mechanism_hint,surrogate,surrogate_category,pathway,hallmark,relation_type,evidence_score,surrogate_confidence,literature_support,article_count,supporting_pmids,sample_titles,sample_snippet
tirzepatide_met,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,0.638,0.653,0.631,3,38856224;37385275;34186022,"Tirzepatide for Metabolic Dysfunction-Associated Steatohepatitis with Liver Fibrosis. | Tirzepatide once weekly for the treatment of obesity in people with type 2 diabetes (SURMOUNT-2): a double-blind, randomised, multicentre, placebo-controlled, phase 3 trial. | Efficacy and safety of a novel dual GIP and GLP-1 receptor agonist tirzepatide in patients with type 2 diabetes (SURPASS-1): a double-blind, randomised, phase 3 trial.",Tirzepatide for Metabolic Dysfunction-Associated Steatohepatitis with Liver Fibrosis.. BACKGROUND: Metabolic dysfunction-associat
tirzepatide_crp,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,CRP,inflammation,inflammation signaling,inflammaging,intervention_to_surrogate,0.555,0.72,0.315,1,38912654,Tirzepatide for the Treatment of Obstructive Sleep Apnea and Obesity.,"sleep impairment and disturbance, high-sensitivity C-reactive protein (hsCRP) concentration, and systolic blood pressure. RESULTS: At baseline, the mean AHI was 51.5 events per hour in t"
tirzepatide_f2,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,F2,cardiovascular,coagulation cascade,altered intercellular communication,intervention_to_surrogate,0.485,0.6,0.315,1,38856224,Tirzepatide for Metabolic Dysfunction-Associated Steatohepatitis with Liver Fibrosis.,rolled trial involving participants with biopsy-confirmed MASH and stage F2 or F3 (moderate or severe) fibrosis. Participants were randomly assigned to receive once-weekly subcutaneous
tirzepatide_lean_mass,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,lean mass,body composition,muscle maintenance,stem cell exhaustion,intervention_to_surrogate,0.485,0.576,0.315,1,39996356,Body composition changes during weight reduction with tirzepatide in the SURMOUNT-1 study of adults with obesity or overweight.,"d body mass index of 38.0 kg/m2. The change in body weight, fat mass and lean mass from baseline to Week 72 was -21.3%, -33.9% and -10.9% with tirzepatide and -5.3%, -8.2% and -2.6% with place"
tirzepatide_triglycerides,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,triglycerides,metabolic,lipid metabolism,deregulated nutrient sensing,intervention_to_surrogate,0.485,0.656,0.315,1,36498958,Tirzepatide: A Systematic Update.,"ood pressure and to reduce Low-Density Lipoprotein (LDL) cholesterol and triglycerides. Tirzepatide efficacy and safety were assessed in a phase III SURPASS 1-5 clinical trial program. Recently, t"
urolithin_a_atp_production,Urolithin A,"mitochondrial: Postbiotic geroprotector; activates AMPK and sirtuins, induces autophagy and mitochondrial quality control/mitophagy, with effects on mitochondrial and cardiometabolic function",ATP production,mitochondrial,bioenergetics,mitochondrial dysfunction,intervention_to_surrogate,0.66,0.704,0.315,1,35050355,Effect of Urolithin A Supplementation on Muscle Endurance and Mitochondrial Health in Older Adults: A Randomized Clinical Trial.,"t baseline, 2 months, and 4 months. Six-minute walk distance and maximal ATP production were assessed using magnetic resonance spectroscopy at baseline and at the end of study at 4 months. The anal"
urolithin_a_crp,Urolithin A,"mitochondrial: Postbiotic geroprotector; activates AMPK and sirtuins, induces autophagy and mitochondrial quality control/mitophagy, with effects on mitochondrial and cardiometabolic function",CRP,inflammation,inflammation signaling,inflammaging,intervention_to_surrogate,0.66,0.76,0.315,1,35050355,Effect of Urolithin A Supplementation on Muscle Endurance and Mitochondrial Health in Older Adults: A Randomized Clinical Trial.,Effect of Urolithin A Supplementation on Muscle Endurance and Mitochondrial Health in Older Adults: A Randomized Clinical Trial.. IMPORTANCE: Aging is associated with a decline in mitochondrial function and reduced exerc
urolithin_a_dunedinpace,Urolithin A,"mitochondrial: Postbiotic geroprotector; activates AMPK and sirtuins, induces autophagy and mitochondrial quality control/mitophagy, with effects on mitochondrial and cardiometabolic function",DunedinPACE,epigenetic aging,aging clocks,genomic instability,intervention_to_surrogate,0.59,0.84,0.315,1,37743489,The effect of polyphenols on DNA methylation-assessed biological age attenuation: the DIRECT PLUS randomized controlled trial.,"imAge2022), their corresponding age and intrinsic age accelerations, and DunedinPACE, all based on DNA methylation (Illumina EPIC array; pre-specified secondary outcome) for 256 participants wit"
urolithin_a_bcl2,Urolithin A,"mitochondrial: Postbiotic geroprotector; activates AMPK and sirtuins, induces autophagy and mitochondrial quality control/mitophagy, with effects on mitochondrial and cardiometabolic function",BCL2,oncology,apoptosis regulation,genomic instability,intervention_to_surrogate,0.415,0.44,0.315,1,40944367,Urolithin Α modulates inter-organellar communication via calcium-dependent mitophagy to promote healthy ageing.,bbreviations: Ca2+: calcium ions; BJ: human foreskin fibroblasts; BNIP3: BCL2 interacting protein 3; BP: bipyridyl; CAMK2D: calcium/calmodulin dependent protein kinase II delta; CCCP: car
urolithin_a_nad_nadh_ratio,Urolithin A,"mitochondrial: Postbiotic geroprotector; activates AMPK and sirtuins, induces autophagy and mitochondrial quality control/mitophagy, with effects on mitochondrial and cardiometabolic function",NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,0.415,0.504,0.315,1,30742114,Mitophagy inhibits amyloid-β and tau pathology and reverses cognitive deficits in models of Alzheimer's disease.,"Mitophagy inhibits amyloid-β and tau pathology and reverses cognitive deficits in models of Alzheimer's disease.. Accumulation of damaged mitochondria is a hallmark of aging and age-related neurodegeneration, including A"
urolithin_a_pten,Urolithin A,"mitochondrial: Postbiotic geroprotector; activates AMPK and sirtuins, induces autophagy and mitochondrial quality control/mitophagy, with effects on mitochondrial and cardiometabolic function",PTEN,oncology,PI3K AKT mTOR signaling,genomic instability,intervention_to_surrogate,0.415,0.44,0.315,1,30742114,Mitophagy inhibits amyloid-β and tau pathology and reverses cognitive deficits in models of Alzheimer's disease.,", urolithin A, and actinonin) reverses memory impairment through PINK-1 (PTEN-induced kinase-1)-, PDR-1 (Parkinson's disease-related-1; parkin)-, or DCT-1 (DAF-16/FOXO-controlled germline"
