pair_id,intervention,mechanism_hint,surrogate,surrogate_category,pathway,hallmark,relation_type,pmid,title,journal,year,study_type,article_score,surrogate_signal,sample_snippet,doi
dapagliflozin_creatinine,Dapagliflozin,SGLT2: FDA-approved SGLT2 inhibitor; modulates SIRT1/SIRT3 signaling and suppresses ferroptosis with cardioprotective effects under doxorubicin stress,creatinine,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,34881414,Treatments for Chronic Kidney Disease: A Systematic Literature Review of Randomized Controlled Trials.,Advances in therapy,2022,randomized_trial,0.65,0.72,"merular filtration rate 13.9-102.8 mL/min/1.73 m2 and urinary albumin-to-creatinine ratio (UACR) 29.9-2911.0 mg/g, with (75.5%) and without (20.6%) type 2 diabetes (T2D). Clinically objective o",10.1007/s12325-021-02006-z
dapagliflozin_met,Dapagliflozin,SGLT2: FDA-approved SGLT2 inhibitor; modulates SIRT1/SIRT3 signaling and suppresses ferroptosis with cardioprotective effects under doxorubicin stress,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,34881414,Treatments for Chronic Kidney Disease: A Systematic Literature Review of Randomized Controlled Trials.,Advances in therapy,2022,randomized_trial,0.65,0.7,dosterone system (RAAS) inhibitors as the standard of care have scarcely met their primary endpoints until recently. This systematic literature review explored treatments evaluated in pa,10.1007/s12325-021-02006-z
dapagliflozin_nt_probnp,Dapagliflozin,SGLT2: FDA-approved SGLT2 inhibitor; modulates SIRT1/SIRT3 signaling and suppresses ferroptosis with cardioprotective effects under doxorubicin stress,NT-proBNP,cardiovascular,cardiac stress,altered intercellular communication,intervention_to_surrogate,39400108,Empagliflozin and other SGLT2 inhibitors in patients with heart failure and preserved ejection fraction: a systematic review and meta-analysis.,Therapeutic advances in cardiovascular disease,2024,randomized_trial,0.65,0.8,"al fibrillation or flutter, diabetes mellitus, sex, body mass index, and nt-proBNP. The included studies were of moderate to high quality. CONCLUSION: For individuals with HFpEF, SGLT2 inhibit",10.1177/17539447241289067
dapagliflozin_creatinine,Dapagliflozin,SGLT2: FDA-approved SGLT2 inhibitor; modulates SIRT1/SIRT3 signaling and suppresses ferroptosis with cardioprotective effects under doxorubicin stress,creatinine,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,32030417,Rationale and protocol of the Dapagliflozin And Prevention of Adverse outcomes in Chronic Kidney Disease (DAPA-CKD) randomized controlled trial.,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association",2020,randomized_trial,0.75,0.72,": After a screening assessment, eligible patients with a urinary albumin:creatinine ratio ≥200 mg/g and estimated glomerular filtration rate (eGFR) between 25 and 75 mL/min/1.73 m2 are randomly",10.1093/ndt/gfz290
dapagliflozin_creatinine,Dapagliflozin,SGLT2: FDA-approved SGLT2 inhibitor; modulates SIRT1/SIRT3 signaling and suppresses ferroptosis with cardioprotective effects under doxorubicin stress,creatinine,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,37931629,"Zibotentan in combination with dapagliflozin compared with dapagliflozin in patients with chronic kidney disease (ZENITH-CKD): a multicentre, randomised, active-controlled, phase 2b, clinical trial.","Lancet (London, England)",2023,randomized_trial,0.75,0.72,GFR (eGFR) of 20 mL/min per 1·73 m2 or greater and a urinary albumin-to-creatinine ratio (UACR) of 150-5000 mg/g were randomly assigned (2:1:2) to 12 weeks of daily treatment with zibotentan 1,10.1016/S0140-6736(23)02230-4
dapagliflozin_creatinine,Dapagliflozin,SGLT2: FDA-approved SGLT2 inhibitor; modulates SIRT1/SIRT3 signaling and suppresses ferroptosis with cardioprotective effects under doxorubicin stress,creatinine,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,37876229,Effect of SGLT2 Inhibitors on Discontinuation of Renin-angiotensin System Blockade: A Joint Analysis of the CREDENCE and DAPA-CKD Trials.,Journal of the American Society of Nephrology : JASN,2023,randomized_trial,0.65,0.72,"hibitors. This effect was more pronounced in patients with urine albumin:creatinine ratio ≥1000 mg/g, for whom the absolute benefits of these medications are the greatest. These findings indica",10.1681/ASN.0000000000000248
dapagliflozin_nt_probnp,Dapagliflozin,SGLT2: FDA-approved SGLT2 inhibitor; modulates SIRT1/SIRT3 signaling and suppresses ferroptosis with cardioprotective effects under doxorubicin stress,NT-proBNP,cardiovascular,cardiac stress,altered intercellular communication,intervention_to_surrogate,31524498,"Dapagliflozin Effects on Biomarkers, Symptoms, and Functional Status in Patients With Heart Failure With Reduced Ejection Fraction: The DEFINE-HF Trial.",Circulation,2019,randomized_trial,0.75,0.8,10 mg daily or placebo for 12 weeks. Dual primary outcomes were (1) mean NT-proBNP (N-terminal pro b-type natriuretic peptide) and (2) proportion of patients with ≥5-point increase in HF disea,10.1161/CIRCULATIONAHA.119.042929
dapagliflozin_met,Dapagliflozin,SGLT2: FDA-approved SGLT2 inhibitor; modulates SIRT1/SIRT3 signaling and suppresses ferroptosis with cardioprotective effects under doxorubicin stress,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,31524498,"Dapagliflozin Effects on Biomarkers, Symptoms, and Functional Status in Patients With Heart Failure With Reduced Ejection Fraction: The DEFINE-HF Trial.",Circulation,2019,randomized_trial,0.75,0.7,"cluding those with and without type 2 diabetes mellitus, remain unknown. METHODS: DEFINE-HF (Dapagliflozin Effects on Biomarkers, Symptoms and Functional Status in Patients with HF with",10.1161/CIRCULATIONAHA.119.042929
dapagliflozin_nt_probnp,Dapagliflozin,SGLT2: FDA-approved SGLT2 inhibitor; modulates SIRT1/SIRT3 signaling and suppresses ferroptosis with cardioprotective effects under doxorubicin stress,NT-proBNP,cardiovascular,cardiac stress,altered intercellular communication,intervention_to_surrogate,39365237,"Natriuretic Peptides, Kidney Function, and Clinical Outcomes in Heart Failure With Preserved Ejection Fraction.",JACC. Heart failure,2025,clinical_trial,0.65,0.8,"ction Fraction.. BACKGROUND: N-terminal pro-B-type natriuretic peptides (NT-proBNPs) are guideline-recommended biomarkers for risk stratification in patients with heart failure. However, NT-pr",10.1016/j.jchf.2024.08.009
dapagliflozin_hba1c,Dapagliflozin,SGLT2: FDA-approved SGLT2 inhibitor; modulates SIRT1/SIRT3 signaling and suppresses ferroptosis with cardioprotective effects under doxorubicin stress,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,32559474,"Effects of the SGLT2 inhibitor dapagliflozin on proteinuria in non-diabetic patients with chronic kidney disease (DIAMOND): a randomised, double-blind, crossover trial.",The lancet. Diabetes & endocrinology,2020,randomized_trial,0.75,0.92,"SD 23), median proteinuria was 1110 mg per 24 h (IQR 730-1560), and mean HbA1c was 5·6% (SD 0·4). The difference in mean proteinuria change from baseline between dapagliflozin and placebo",10.1016/S2213-8587(20)30162-5
dpp_4_inhibitors_hba1c,Dpp-4 Inhibitors,Dipeptidyl peptidase-4 inhibition; incretin pathway glucose-lowering agents,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,32308645,GLP-1 Analogs and DPP-4 Inhibitors in Type 2 Diabetes Therapy: Review of Head-to-Head Clinical Trials.,Frontiers in endocrinology,2020,review,0.6,0.82,GLP-1 Analogs and DPP-4 Inhibitors in Type 2 Diabetes Therapy: Review of Head-to-Head Clinical Trials.. The incretin hormones glucagon-like peptide-1 (GLP-1) and glucose-dependent insulinotropic polypeptide (GIP) are rel,10.3389/fendo.2020.00178
dpp_4_inhibitors_hba1c,Dpp-4 Inhibitors,Dipeptidyl peptidase-4 inhibition; incretin pathway glucose-lowering agents,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,17098089,The incretin system: glucagon-like peptide-1 receptor agonists and dipeptidyl peptidase-4 inhibitors in type 2 diabetes.,"Lancet (London, England)",2006,review,0.35,0.72,"in fasting and postprandial glucose concentrations, and haemoglobin A1c (HbA1c) (1-2%), associated with weight loss (2-5 kg). The most common adverse event associated with GLP-1 receptor a",10.1016/S0140-6736(06)69705-5
dpp_4_inhibitors_creatinine,Dpp-4 Inhibitors,Dipeptidyl peptidase-4 inhibition; incretin pathway glucose-lowering agents,creatinine,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,38770818,Sodium-glucose co-transporter protein 2 (SGLT2) inhibitors for people with chronic kidney disease and diabetes.,The Cochrane database of systematic reviews,2024,clinical_trial,0.65,0.72,"17%; high certainty). Compared to placebo, SGLT2 inhibitors may decrease creatinine clearance (1 study, 132 participants: MD -2.63 mL/min, 95% CI -5.19 to -0.07; low certainty) and probably dec",10.1002/14651858.CD015588.pub2
dpp_4_inhibitors_creatinine,Dpp-4 Inhibitors,Dipeptidyl peptidase-4 inhibition; incretin pathway glucose-lowering agents,creatinine,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,41147324,Comparison of the renal outcomes of novel antidiabetic agents in patients with type 2 diabetes with chronic kidney disease: A systematic review and network meta-analysis of randomized controlled trials.,"Diabetes, obesity & metabolism",2026,randomized_trial,0.65,0.72,"ome, estimated glomerular filtration rate (eGFR), and urinary albumin-to-creatinine ratio (UACR). A network meta-analysis was conducted, and the certainty of evidence was assessed with the Grad",10.1111/dom.70224
dpp_4_inhibitors_hba1c,Dpp-4 Inhibitors,Dipeptidyl peptidase-4 inhibition; incretin pathway glucose-lowering agents,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,26666159,[Once-weekly DPP-4 inhibitor].,Nihon rinsho. Japanese journal of clinical medicine,2015,preclinical,0.5,0.82,administration in human study. 24-week trelagliptin monotherapy improved HbA1c(-0.33%) and fasting plasma glucose levels in Japanese patients with type 2 diabetes. Trelagliptin did not aff,
dpp_4_inhibitors_fasting_glucose,Dpp-4 Inhibitors,Dipeptidyl peptidase-4 inhibition; incretin pathway glucose-lowering agents,fasting glucose,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,26666159,[Once-weekly DPP-4 inhibitor].,Nihon rinsho. Japanese journal of clinical medicine,2015,preclinical,0.5,0.82,[Once-weekly DPP-4 inhibitor].. Trelagliptin is the first once-weekly dipeptidyl peptidase-4(DPP-4) inhibitor in the world. Trelagliptin inhibits DPP-4 activity with lower drug concentration compared with other once- (or,
dual_glp_1_gip_receptor_agonists_hba1c,Dual Glp-1/Gip Receptor Agonists,Combined GLP-1 and GIP receptor agonism; incretin-based metabolic intervention affecting hepatic steatosis and stiffness,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,31443356,The Effects of Dual GLP-1/GIP Receptor Agonism on Glucagon Secretion-A Review.,International journal of molecular sciences,2019,review,0.5,0.82,The Effects of Dual GLP-1/GIP Receptor Agonism on Glucagon Secretion-A Review.. The gut-derived incretin hormones glucagon-like peptide 1 (GLP-1) and glucose-dependent insulinotropic polypeptide (GIP) are secreted after,10.3390/ijms20174092
immune_checkpoint_inhibitors_met,Immune Checkpoint Inhibitors,immunotherapy agents proposed in combination with senolytics to enhance clearance of therapy-induced senescent cells and anti-tumor immunity,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,41038207,Long-term overall survival with dual CTLA-4 and PD-L1 or PD-1 blockade and biomarker-based subgroup analyses in patients with advanced non-small-cell lung cancer: a systematic review and reconstructed individual patient data meta-analysis.,The Lancet. Oncology,2025,meta_analysis,0.85,0.7,ng cancer: a systematic review and reconstructed individual patient data meta-analysis.. BACKGROUND: Immune checkpoint inhibitors targeting PD-L1 or PD-1 as monotherapy or combined with,10.1016/S1470-2045(25)00429-2
immune_checkpoint_inhibitors_hgf,Immune Checkpoint Inhibitors,immunotherapy agents proposed in combination with senolytics to enhance clearance of therapy-induced senescent cells and anti-tumor immunity,HGF,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,38302415,Prognostic and predictive value of angiogenesis-associated serum proteins for immunotherapy in esophageal cancer.,Journal for immunotherapy of cancer,2024,preclinical,0.5,0.6,"baseline levels of three angiogenesis-related proteins (IL-8, TIE2, and HGF) were significantly associated with the survival outcomes of patients treated with ICIs (p<0.050). According",10.1136/jitc-2022-006616
insulin_igf_1,Insulin,Exogenous insulin replacement/intensification for glycemic control in type 2 diabetes,IGF-1,growth signaling,insulin IGF signaling,deregulated nutrient sensing,intervention_to_surrogate,23591370,The GH/IGF-1 axis in ageing and longevity.,Nature reviews. Endocrinology,2013,review,0.8,0.78,"The GH/IGF-1 axis in ageing and longevity.. Secretion of growth hormone (GH), and consequently that of insulin-like growth",10.1038/nrendo.2013.67
insulin_igf_1,Insulin,Exogenous insulin replacement/intensification for glycemic control in type 2 diabetes,IGF-1,growth signaling,insulin IGF signaling,deregulated nutrient sensing,intervention_to_surrogate,33471780,Sulforaphane promotes C. elegans longevity and healthspan via DAF-16/DAF-2 insulin/IGF-1 signaling.,Aging,2021,preclinical,0.7,0.68,"ne promotes C. elegans longevity and healthspan via DAF-16/DAF-2 insulin/IGF-1 signaling.. The broccoli-derived isothiocyanate sulforaphane inhibits inflammation, oxidative stress and canc",10.18632/aging.202512
insulin_igf_1,Insulin,Exogenous insulin replacement/intensification for glycemic control in type 2 diabetes,IGF-1,growth signaling,insulin IGF signaling,deregulated nutrient sensing,intervention_to_surrogate,18948730,Insulin and aging.,"Cell cycle (Georgetown, Tex.)",2008,review,0.6,0.68,pathways homologous to mammalian insulin and insulin-like growth factor (IGF-1) signal transduction have a major role in the control of longevity. There are numerous indications that these,10.4161/cc.7.21.7012
insulin_crp,Insulin,Exogenous insulin replacement/intensification for glycemic control in type 2 diabetes,CRP,inflammation,inflammation signaling,inflammaging,intervention_to_surrogate,39269759,"Effect of Semaglutide on Physical Function, Body Composition, and Biomarkers of Aging in Older Adults With Overweight and Insulin Resistance: Protocol for an Open-Labeled Randomized Controlled Trial.",JMIR research protocols,2024,randomized_trial,0.9,0.9,"Effect of Semaglutide on Physical Function, Body Composition, and Biomarkers of Aging in Older Adults With Overweight and Insulin Resistance: Protocol for an Open-Labeled Randomized Controlled Trial.. BACKGROUND: Older a",10.2196/62667
insulin_hba1c,Insulin,Exogenous insulin replacement/intensification for glycemic control in type 2 diabetes,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,39269759,"Effect of Semaglutide on Physical Function, Body Composition, and Biomarkers of Aging in Older Adults With Overweight and Insulin Resistance: Protocol for an Open-Labeled Randomized Controlled Trial.",JMIR research protocols,2024,randomized_trial,0.9,0.97,"Effect of Semaglutide on Physical Function, Body Composition, and Biomarkers of Aging in Older Adults With Overweight and Insulin Resistance: Protocol for an Open-Labeled Randomized Controlled Trial.. BACKGROUND: Older a",10.2196/62667
insulin_lean_mass,Insulin,Exogenous insulin replacement/intensification for glycemic control in type 2 diabetes,lean mass,body composition,muscle maintenance,stem cell exhaustion,intervention_to_surrogate,39269759,"Effect of Semaglutide on Physical Function, Body Composition, and Biomarkers of Aging in Older Adults With Overweight and Insulin Resistance: Protocol for an Open-Labeled Randomized Controlled Trial.",JMIR research protocols,2024,randomized_trial,0.9,0.82,"rogram Lifestyle Change Program. Our primary outcomes include changes in lean mass, physical function, and biomarkers of aging. Body composition is measured by dual-energy x-ray absorptiometry",10.2196/62667
lanatoside_c_ldlr,Lanatoside C,Clinical-stage cardiac glycoside with senolytic activity against senescent cells,LDLR,cardiovascular,lipid metabolism,altered intercellular communication,intervention_to_surrogate,40354378,"Lanatoside C, a Novel Senolytic, Ameliorates Atherosclerosis in Mice.",Aging and disease,2025,preclinical,0.65,0.65,sions in apolipoprotein E (ApoE-/-) or low-density lipoprotein receptor (Ldlr-/-) knockout mice. These results suggest that Lana C could be a promising senolytic for age-related diseases.,10.14336/AD.2025.1219
lanatoside_c_il6,Lanatoside C,Clinical-stage cardiac glycoside with senolytic activity against senescent cells,IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,42133066,Pharmacological targeting of the senescence-associated secretory phenotype in atherosclerosis: therapeutic potential of senolytics and senomorphics.,Naunyn-Schmiedeberg's archives of pharmacology,2026,review,0.55,0.7,"Pharmacological targeting of the senescence-associated secretory phenotype in atherosclerosis: therapeutic potential of senolytics and senomorphics.. Despite optimal lipid-lowering treatment, numerous older adults with a",10.1007/s00210-026-05416-4
lanatoside_c_mcp_1,Lanatoside C,Clinical-stage cardiac glycoside with senolytic activity against senescent cells,MCP-1,inflammation,chemokine signaling,inflammaging,intervention_to_surrogate,42133066,Pharmacological targeting of the senescence-associated secretory phenotype in atherosclerosis: therapeutic potential of senolytics and senomorphics.,Naunyn-Schmiedeberg's archives of pharmacology,2026,review,0.55,0.7,"aggregate in plaques, secreting pro-inflammatory cytokines (IL-1α, IL-6, MCP-1) and matrix metalloproteinases that enhance plaque susceptibility. Two complementary pharmacological strategi",10.1007/s00210-026-05416-4
lanatoside_c_sasp_panel,Lanatoside C,Clinical-stage cardiac glycoside with senolytic activity against senescent cells,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,42133066,Pharmacological targeting of the senescence-associated secretory phenotype in atherosclerosis: therapeutic potential of senolytics and senomorphics.,Naunyn-Schmiedeberg's archives of pharmacology,2026,review,0.55,0.75,"Pharmacological targeting of the senescence-associated secretory phenotype in atherosclerosis: therapeutic potential of senolytics and senomorphics.. Despite optimal lipid-lowering treatment, numerous older adults with a",10.1007/s00210-026-05416-4
microglial_depletion_repopulation_paradigms_sasp_panel,Microglial Depletion-Repopulation Paradigms,removal and replacement of dysfunctional microglia to restore homeostatic neuroimmune surveillance,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,42144205,Microglial senescence and epigenetic reprogramming in alzheimer's disease: An immunometabolic perspective.,Experimental gerontology,2026,preclinical,0.65,0.85,Microglial senescence and epigenetic reprogramming in alzheimer's disease: An immunometabolic perspective.. Microglial senescence has emerged as a potentially important aging-related mechanism in Alzheimer's disease (AD),10.1016/j.exger.2026.113177
mitoq_p16ink4a_expression,Mitoq,Mitochondria-targeted antioxidant that prophylactically prevented hyperoxia-induced senescence markers and SASP,p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,31633821,Senescent human melanocytes drive skin ageing via paracrine telomere dysfunction.,The EMBO journal,2019,preclinical,0.55,0.75,"Senescent human melanocytes drive skin ageing via paracrine telomere dysfunction.. Cellular senescence has been shown to contribute to skin ageing. However, the role of melanocytes in the process is understudied. Our dat",10.15252/embj.2019101982
mitoq_sasp_panel,Mitoq,Mitochondria-targeted antioxidant that prophylactically prevented hyperoxia-induced senescence markers and SASP,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,31633821,Senescent human melanocytes drive skin ageing via paracrine telomere dysfunction.,The EMBO journal,2019,preclinical,0.55,0.75,"Senescent human melanocytes drive skin ageing via paracrine telomere dysfunction.. Cellular senescence has been shown to contribute to skin ageing. However, the role of melanocytes in the process is understudied. Our dat",10.15252/embj.2019101982
mitoq_telomere_length,Mitoq,Mitochondria-targeted antioxidant that prophylactically prevented hyperoxia-induced senescence markers and SASP,telomere length,cellular aging,replicative aging,genomic instability,intervention_to_surrogate,40087268,Telomere length in offspring is determined by mitochondrial-nuclear communication at fertilization.,Nature communications,2025,preclinical,0.6,0.61,Telomere length in offspring is determined by mitochondrial-nuclear communication at fertilization.. The initial setting of t,10.1038/s41467-025-57794-7
mitoq_nad_nadh_ratio,Mitoq,Mitochondria-targeted antioxidant that prophylactically prevented hyperoxia-induced senescence markers and SASP,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,33609723,Cigarette smoke-inactivated SIRT1 promotes autophagy-dependent senescence of alveolar epithelial type 2 cells to induce pulmonary fibrosis.,Free radical biology & medicine,2021,preclinical,0.25,0.58,Cigarette smoke-inactivated SIRT1 promotes autophagy-dependent senescence of alveolar epithelial type 2 cells to induce pulmonary fibrosis.. The senescence of alveolar epithelial type 2 (AT2) cells is implicated in the p,10.1016/j.freeradbiomed.2021.02.013
mitoq_parp1,Mitoq,Mitochondria-targeted antioxidant that prophylactically prevented hyperoxia-induced senescence markers and SASP,PARP1,oncology,DNA damage repair,genomic instability,intervention_to_surrogate,33609723,Cigarette smoke-inactivated SIRT1 promotes autophagy-dependent senescence of alveolar epithelial type 2 cells to induce pulmonary fibrosis.,Free radical biology & medicine,2021,preclinical,0.25,0.5,"recursor nicotinamide mononucleotide and the poly ADP-ribose polymerase (PARP1) inhibitor olaparib also exerted anti-senescent effects by activating SIRT1. Moreover, the results showed tha",10.1016/j.freeradbiomed.2021.02.013
mitoq_il6,Mitoq,Mitochondria-targeted antioxidant that prophylactically prevented hyperoxia-induced senescence markers and SASP,IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,39985494,"Effect of Exercise, MitoQ, and Their Combination on Inflammatory and Gene Expression in Women with Multiple Sclerosis.","Iranian journal of allergy, asthma, and immunology",2024,observational,0.6,0.75,"Effect of Exercise, MitoQ, and Their Combination on Inflammatory and Gene Expression in Women with Multiple Sclerosis.. Multiple sclerosis (MS) is a chronic autoimmune disease affecting the central nervous system. Curren",10.18502/ijaai.v23i6.17377
mitoq_smad2,Mitoq,Mitochondria-targeted antioxidant that prophylactically prevented hyperoxia-induced senescence markers and SASP,SMAD2,oncology,TGF-beta signaling,genomic instability,intervention_to_surrogate,39985494,"Effect of Exercise, MitoQ, and Their Combination on Inflammatory and Gene Expression in Women with Multiple Sclerosis.","Iranian journal of allergy, asthma, and immunology",2024,observational,0.6,0.6,"pathogenesis, including suppressor of mother against decapentaplegic 2 (SMAD2), signal transducer and activator of transcription 1 (STAT1), and transforming growth factor beta (TGF-β) usi",10.18502/ijaai.v23i6.17377
n_acetylcysteine_bcl2,N-Acetylcysteine,"Glutathione precursor; reduces oxidative stress and inflammatory signaling, with potential effects on mitochondrial dysfunction and muscle degeneration pathways",BCL2,oncology,apoptosis regulation,genomic instability,intervention_to_surrogate,40944367,Urolithin Α modulates inter-organellar communication via calcium-dependent mitophagy to promote healthy ageing.,Autophagy,2025,preclinical,0.55,0.55,bbreviations: Ca2+: calcium ions; BJ: human foreskin fibroblasts; BNIP3: BCL2 interacting protein 3; BP: bipyridyl; CAMK2D: calcium/calmodulin dependent protein kinase II delta; CCCP: car,10.1080/15548627.2025.2561073
n_acetylcysteine_crp,N-Acetylcysteine,"Glutathione precursor; reduces oxidative stress and inflammatory signaling, with potential effects on mitochondrial dysfunction and muscle degeneration pathways",CRP,inflammation,inflammation signaling,inflammaging,intervention_to_surrogate,40421021,Co-administration of vitamin D and N-acetylcysteine to modulate immunosenescence in older adults with vitamin D deficiency: a randomized clinical trial.,Frontiers in immunology,2025,randomized_trial,0.9,0.9,"nces were observed between the groups in serum IL-6, C-reactive protein (CRP), or the neutrophil-to-lymphocyte ratio (NLR) after the intervention. CONCLUSIONS: The loading dose of Vit-D",10.3389/fimmu.2025.1570441
n_acetylcysteine_il6,N-Acetylcysteine,"Glutathione precursor; reduces oxidative stress and inflammatory signaling, with potential effects on mitochondrial dysfunction and muscle degeneration pathways",IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,40421021,Co-administration of vitamin D and N-acetylcysteine to modulate immunosenescence in older adults with vitamin D deficiency: a randomized clinical trial.,Frontiers in immunology,2025,randomized_trial,0.9,0.9,Co-administration of vitamin D and N-acetylcysteine to modulate immunosenescence in older adults with vitamin D deficiency: a randomized clinical trial.. BACKGROUND: Immunosenescence is an important factor in the impaire,10.3389/fimmu.2025.1570441
n_acetylcysteine_cystatin_c,N-Acetylcysteine,"Glutathione precursor; reduces oxidative stress and inflammatory signaling, with potential effects on mitochondrial dysfunction and muscle degeneration pathways",cystatin C,organ function,kidney function,loss of proteostasis,intervention_to_surrogate,40163249,N-Acetylcysteine for Hereditary Cystatin C Amyloid Angiopathy: A Nonrandomized Clinical Trial.,JAMA neurology,2025,randomized_trial,0.95,0.72,N-Acetylcysteine for Hereditary Cystatin C Amyloid Angiopathy: A Nonrandomized Clinical Trial.. IMPORTANCE: Hereditary cystatin C amyloid angiopathy (HC,10.1001/jamaneurol.2025.0326
n_acetylcysteine_il6,N-Acetylcysteine,"Glutathione precursor; reduces oxidative stress and inflammatory signaling, with potential effects on mitochondrial dysfunction and muscle degeneration pathways",IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,30700808,N-acetylcysteine modulates lipopolysaccharide-induced intestinal dysfunction.,Scientific reports,2019,observational,0.35,0.65,N-acetylcysteine modulates lipopolysaccharide-induced intestinal dysfunction.. The gastrointestinal epithelium functions in nutrient absorption and pathogens barrier and its dysfunction directly affects livestock perform,10.1038/s41598-018-37296-x
n_acetylcysteine_sasp_panel,N-Acetylcysteine,"Glutathione precursor; reduces oxidative stress and inflammatory signaling, with potential effects on mitochondrial dysfunction and muscle degeneration pathways",SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,41281764,N-Homocysteinylation of HMGB1/2 Promotes Corpus Cavernosum Endothelial Senescence in Erectile Dysfunction.,International journal of biological sciences,2025,preclinical,0.4,0.75,"N-Homocysteinylation of HMGB1/2 Promotes Corpus Cavernosum Endothelial Senescence in Erectile Dysfunction.. Homocysteine (Hcy) is an age-related risk factor for erectile dysfunction (ED), with enhanced vascular toxicity",10.7150/ijbs.119514
n_acetylcysteine_il6,N-Acetylcysteine,"Glutathione precursor; reduces oxidative stress and inflammatory signaling, with potential effects on mitochondrial dysfunction and muscle degeneration pathways",IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,39632267,"The impact of N-acetylcysteine on lactate, biomarkers of oxidative stress, immune response, and muscle damage: A systematic review and meta-analysis.",Journal of cellular and molecular medicine,2024,meta_analysis,0.6,0.85,"The impact of N-acetylcysteine on lactate, biomarkers of oxidative stress, immune response, and muscle damage: A systematic review and meta-analysis.. N-acetylcysteine (NAC) is a compound whose mechanism of action is int",10.1111/jcmm.70198
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,38181790,Human trials exploring anti-aging medicines.,Cell metabolism,2024,review,0.65,0.73,"Human trials exploring anti-aging medicines.. Here, we summarize the current knowledge on eight promising drugs and natural compounds that have been tested in the clinic: metformin, NAD+ precursors, glucagon-like peptide",10.1016/j.cmet.2023.12.007
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,31501588,Ageing as a risk factor for neurodegenerative disease.,Nature reviews. Neurology,2019,review,0.4,0.63,"Ageing as a risk factor for neurodegenerative disease.. Ageing is the primary risk factor for most neurodegenerative diseases, including Alzheimer disease (AD) and Parkinson disease (PD). One in ten individuals aged ≥65",10.1038/s41582-019-0244-7
nad_precursors_nad_nadh_ratio,Nad+ Precursors,NAD+ therapeutics; may support SIRT1 activation and systemic metabolic resilience,NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,37848251,Roles of NAD+ in Health and Aging.,Cold Spring Harbor perspectives in medicine,2024,review,0.55,0.63,"Roles of NAD+ in Health and Aging.. NAD+, the essential metabolite involved in multiple reactions such as the regulation of cellular metabolism, energy production, DNA repair, mitophagy and autophagy, inflammation, and n",10.1101/cshperspect.a041193
