triplet_id,split,task_type,anchor_text,positive_id,positive_text,negative_id,negative_text,negative_strategy,target_intervention,target_surrogate
triplet_pair_metformin_il6,train,query_to_pair,Recommend a surrogate biomarker for Metformin with mechanism AMPK activation and glucose homeostasis focusing on cytokine signaling and inflammaging.,pair:metformin_il6,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.720. Surrogate confidence: 0.630. Literature support: 0.670. Reason: Links metabolic intervention response to inflammaging biology.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,Metformin,IL6
triplet_surrogate_metformin_il6,train,query_to_surrogate,Recommend a surrogate biomarker for Metformin with mechanism AMPK activation and glucose homeostasis focusing on cytokine signaling and inflammaging.,surrogate:il6,"Surrogate biomarker: IL6. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Dasatinib + Quercetin, Fisetin, Metformin, Resveratrol, Spermidine, Nicotinamide Riboside.",surrogate:tnf_alpha,"Surrogate biomarker: TNF-alpha. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Dasatinib + Quercetin, Fisetin, Resveratrol.",same_category,Metformin,IL6
triplet_pair_nmn_nad_nadh_ratio,val,query_to_pair,Recommend a surrogate biomarker for NMN with mechanism NAD+ precursor supporting redox balance and metabolic resilience focusing on redox balance and mitochondrial dysfunction.,pair:nmn_nad_nadh_ratio,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.880. Surrogate confidence: 0.800. Literature support: 0.750. Reason: Primary surrogate for confirming on-target NAD restoration.,pair:nicotinamide_riboside_nad_nadh_ratio,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.890. Surrogate confidence: 0.810. Literature support: 0.770. Reason: Closest mechanistic surrogate to the intended NAD-boosting effect.,same_category,NMN,NAD+ NADH ratio
triplet_surrogate_nmn_nad_nadh_ratio,val,query_to_surrogate,Recommend a surrogate biomarker for NMN with mechanism NAD+ precursor supporting redox balance and metabolic resilience focusing on redox balance and mitochondrial dysfunction.,surrogate:nad_nadh_ratio,"Surrogate biomarker: NAD+ NADH ratio. Category: mitochondrial. Pathways: redox balance. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: Nicotinamide Riboside, NMN.",surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",fallback,NMN,NAD+ NADH ratio
triplet_pair_nmn_atp_production,val,query_to_pair,Recommend a surrogate biomarker for NMN with mechanism NAD+ precursor supporting redox balance and metabolic resilience focusing on bioenergetics and mitochondrial dysfunction.,pair:nmn_atp_production,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: ATP production. Biomarker category: mitochondrial. Pathway: bioenergetics. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.790. Surrogate confidence: 0.680. Literature support: 0.630. Reason: Supports the mitochondrial-performance narrative in a demo.,pair:nicotinamide_riboside_nad_nadh_ratio,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.890. Surrogate confidence: 0.810. Literature support: 0.770. Reason: Closest mechanistic surrogate to the intended NAD-boosting effect.,same_category,NMN,ATP production
triplet_surrogate_nmn_atp_production,val,query_to_surrogate,Recommend a surrogate biomarker for NMN with mechanism NAD+ precursor supporting redox balance and metabolic resilience focusing on bioenergetics and mitochondrial dysfunction.,surrogate:atp_production,"Surrogate biomarker: ATP production. Category: mitochondrial. Pathways: bioenergetics. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: Nicotinamide Riboside, NMN.",surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",fallback,NMN,ATP production
triplet_pair_nmn_mtdna_copy_number,val,query_to_pair,Recommend a surrogate biomarker for NMN with mechanism NAD+ precursor supporting redox balance and metabolic resilience focusing on mitochondrial maintenance and mitochondrial dysfunction.,pair:nmn_mtdna_copy_number,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: mtDNA copy number. Biomarker category: mitochondrial. Pathway: mitochondrial maintenance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.750. Surrogate confidence: 0.640. Literature support: 0.600. Reason: Practical mitochondrial maintenance readout when energy metabolism is central.,pair:nicotinamide_riboside_nad_nadh_ratio,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.890. Surrogate confidence: 0.810. Literature support: 0.770. Reason: Closest mechanistic surrogate to the intended NAD-boosting effect.,same_category,NMN,mtDNA copy number
triplet_surrogate_nmn_mtdna_copy_number,val,query_to_surrogate,Recommend a surrogate biomarker for NMN with mechanism NAD+ precursor supporting redox balance and metabolic resilience focusing on mitochondrial maintenance and mitochondrial dysfunction.,surrogate:mtdna_copy_number,"Surrogate biomarker: mtDNA copy number. Category: mitochondrial. Pathways: mitochondrial maintenance. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: NMN, Nicotinamide Riboside, Spermidine.",surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",fallback,NMN,mtDNA copy number
triplet_pair_nmn_epigenetic_clock,val,query_to_pair,Recommend a surrogate biomarker for NMN with mechanism NAD+ precursor supporting redox balance and metabolic resilience focusing on aging clocks and genomic instability.,pair:nmn_epigenetic_clock,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.700. Surrogate confidence: 0.720. Literature support: 0.520. Reason: Ambitious but demo-relevant systems-level surrogate for biological age framing.,pair:rapamycin_epigenetic_clock,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.800. Literature support: 0.620. Reason: Longer-horizon systems-level surrogate for biological age modulation.,same_category,NMN,epigenetic clock
triplet_surrogate_nmn_epigenetic_clock,val,query_to_surrogate,Recommend a surrogate biomarker for NMN with mechanism NAD+ precursor supporting redox balance and metabolic resilience focusing on aging clocks and genomic instability.,surrogate:epigenetic_clock,"Surrogate biomarker: epigenetic clock. Category: epigenetic aging. Pathways: aging clocks. Aging hallmarks: genomic instability. Observed across interventions: Rapamycin, Spermidine, NMN.",surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",fallback,NMN,epigenetic clock
triplet_pair_nmn_fasting_insulin,val,query_to_pair,Recommend a surrogate biomarker for NMN with mechanism NAD+ precursor supporting redox balance and metabolic resilience focusing on insulin signaling and deregulated nutrient sensing.,pair:nmn_fasting_insulin,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.690. Surrogate confidence: 0.610. Literature support: 0.580. Reason: Captures downstream metabolic benefit if present.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,NMN,fasting insulin
triplet_surrogate_nmn_fasting_insulin,val,query_to_surrogate,Recommend a surrogate biomarker for NMN with mechanism NAD+ precursor supporting redox balance and metabolic resilience focusing on insulin signaling and deregulated nutrient sensing.,surrogate:fasting_insulin,"Surrogate biomarker: fasting insulin. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Semaglutide, Liraglutide, Acarbose, Empagliflozin, Rapamycin, NMN, Nicotinamide Riboside.",surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",same_category,NMN,fasting insulin
triplet_pair_nmn_crp,val,query_to_pair,Recommend a surrogate biomarker for NMN with mechanism NAD+ precursor supporting redox balance and metabolic resilience focusing on inflammation signaling and inflammaging.,pair:nmn_crp,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.650. Surrogate confidence: 0.550. Literature support: 0.550. Reason: Secondary inflammation readout when systemic stress improves.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,NMN,CRP
triplet_surrogate_nmn_crp,val,query_to_surrogate,Recommend a surrogate biomarker for NMN with mechanism NAD+ precursor supporting redox balance and metabolic resilience focusing on inflammation signaling and inflammaging.,surrogate:crp,"Surrogate biomarker: CRP. Category: inflammation. Pathways: inflammation signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Metformin, Resveratrol, Liraglutide, Spermidine, Empagliflozin, Dasatinib + Quercetin, Acarbose.",surrogate:il6,"Surrogate biomarker: IL6. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Dasatinib + Quercetin, Fisetin, Metformin, Resveratrol, Spermidine, Nicotinamide Riboside.",same_category,NMN,CRP
triplet_pair_nicotinamide_riboside_nad_nadh_ratio,train,query_to_pair,Recommend a surrogate biomarker for Nicotinamide Riboside with mechanism NAD+ precursor supporting mitochondrial energetics focusing on redox balance and mitochondrial dysfunction.,pair:nicotinamide_riboside_nad_nadh_ratio,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.890. Surrogate confidence: 0.810. Literature support: 0.770. Reason: Closest mechanistic surrogate to the intended NAD-boosting effect.,pair:nmn_nad_nadh_ratio,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.880. Surrogate confidence: 0.800. Literature support: 0.750. Reason: Primary surrogate for confirming on-target NAD restoration.,same_category,Nicotinamide Riboside,NAD+ NADH ratio
triplet_surrogate_nicotinamide_riboside_nad_nadh_ratio,train,query_to_surrogate,Recommend a surrogate biomarker for Nicotinamide Riboside with mechanism NAD+ precursor supporting mitochondrial energetics focusing on redox balance and mitochondrial dysfunction.,surrogate:nad_nadh_ratio,"Surrogate biomarker: NAD+ NADH ratio. Category: mitochondrial. Pathways: redox balance. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: Nicotinamide Riboside, NMN.",surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",fallback,Nicotinamide Riboside,NAD+ NADH ratio
triplet_pair_nicotinamide_riboside_atp_production,train,query_to_pair,Recommend a surrogate biomarker for Nicotinamide Riboside with mechanism NAD+ precursor supporting mitochondrial energetics focusing on bioenergetics and mitochondrial dysfunction.,pair:nicotinamide_riboside_atp_production,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: ATP production. Biomarker category: mitochondrial. Pathway: bioenergetics. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.800. Surrogate confidence: 0.690. Literature support: 0.650. Reason: Functional mitochondrial-energy surrogate that strengthens the bioenergetics story.,pair:nmn_nad_nadh_ratio,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.880. Surrogate confidence: 0.800. Literature support: 0.750. Reason: Primary surrogate for confirming on-target NAD restoration.,same_category,Nicotinamide Riboside,ATP production
triplet_surrogate_nicotinamide_riboside_atp_production,train,query_to_surrogate,Recommend a surrogate biomarker for Nicotinamide Riboside with mechanism NAD+ precursor supporting mitochondrial energetics focusing on bioenergetics and mitochondrial dysfunction.,surrogate:atp_production,"Surrogate biomarker: ATP production. Category: mitochondrial. Pathways: bioenergetics. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: Nicotinamide Riboside, NMN.",surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",fallback,Nicotinamide Riboside,ATP production
triplet_pair_nicotinamide_riboside_mtdna_copy_number,train,query_to_pair,Recommend a surrogate biomarker for Nicotinamide Riboside with mechanism NAD+ precursor supporting mitochondrial energetics focusing on mitochondrial maintenance and mitochondrial dysfunction.,pair:nicotinamide_riboside_mtdna_copy_number,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: mtDNA copy number. Biomarker category: mitochondrial. Pathway: mitochondrial maintenance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.740. Surrogate confidence: 0.630. Literature support: 0.600. Reason: Secondary mitochondrial maintenance readout for longer studies.,pair:nmn_nad_nadh_ratio,Drug intervention: NMN. Mechanism: NAD+ precursor supporting redox balance and metabolic resilience. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.880. Surrogate confidence: 0.800. Literature support: 0.750. Reason: Primary surrogate for confirming on-target NAD restoration.,same_category,Nicotinamide Riboside,mtDNA copy number
triplet_surrogate_nicotinamide_riboside_mtdna_copy_number,train,query_to_surrogate,Recommend a surrogate biomarker for Nicotinamide Riboside with mechanism NAD+ precursor supporting mitochondrial energetics focusing on mitochondrial maintenance and mitochondrial dysfunction.,surrogate:mtdna_copy_number,"Surrogate biomarker: mtDNA copy number. Category: mitochondrial. Pathways: mitochondrial maintenance. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: NMN, Nicotinamide Riboside, Spermidine.",surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",fallback,Nicotinamide Riboside,mtDNA copy number
triplet_pair_nicotinamide_riboside_fasting_insulin,train,query_to_pair,Recommend a surrogate biomarker for Nicotinamide Riboside with mechanism NAD+ precursor supporting mitochondrial energetics focusing on insulin signaling and deregulated nutrient sensing.,pair:nicotinamide_riboside_fasting_insulin,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.680. Surrogate confidence: 0.600. Literature support: 0.570. Reason: Useful if the intervention narrative extends into metabolic flexibility.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Nicotinamide Riboside,fasting insulin
triplet_surrogate_nicotinamide_riboside_fasting_insulin,train,query_to_surrogate,Recommend a surrogate biomarker for Nicotinamide Riboside with mechanism NAD+ precursor supporting mitochondrial energetics focusing on insulin signaling and deregulated nutrient sensing.,surrogate:fasting_insulin,"Surrogate biomarker: fasting insulin. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Semaglutide, Liraglutide, Acarbose, Empagliflozin, Rapamycin, NMN, Nicotinamide Riboside.",surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",same_category,Nicotinamide Riboside,fasting insulin
triplet_pair_nicotinamide_riboside_crp,train,query_to_pair,Recommend a surrogate biomarker for Nicotinamide Riboside with mechanism NAD+ precursor supporting mitochondrial energetics focusing on inflammation signaling and inflammaging.,pair:nicotinamide_riboside_crp,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.660. Surrogate confidence: 0.550. Literature support: 0.560. Reason: Optional inflammation surrogate when energetic improvement also reduces stress burden.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,Nicotinamide Riboside,CRP
triplet_surrogate_nicotinamide_riboside_crp,train,query_to_surrogate,Recommend a surrogate biomarker for Nicotinamide Riboside with mechanism NAD+ precursor supporting mitochondrial energetics focusing on inflammation signaling and inflammaging.,surrogate:crp,"Surrogate biomarker: CRP. Category: inflammation. Pathways: inflammation signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Metformin, Resveratrol, Liraglutide, Spermidine, Empagliflozin, Dasatinib + Quercetin, Acarbose.",surrogate:tnf_alpha,"Surrogate biomarker: TNF-alpha. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Dasatinib + Quercetin, Fisetin, Resveratrol.",same_category,Nicotinamide Riboside,CRP
triplet_pair_nicotinamide_riboside_il6,train,query_to_pair,Recommend a surrogate biomarker for Nicotinamide Riboside with mechanism NAD+ precursor supporting mitochondrial energetics focusing on cytokine signaling and inflammaging.,pair:nicotinamide_riboside_il6,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.640. Surrogate confidence: 0.530. Literature support: 0.540. Reason: Complements CRP for inflammaging-aware positioning.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,Nicotinamide Riboside,IL6
triplet_surrogate_nicotinamide_riboside_il6,train,query_to_surrogate,Recommend a surrogate biomarker for Nicotinamide Riboside with mechanism NAD+ precursor supporting mitochondrial energetics focusing on cytokine signaling and inflammaging.,surrogate:il6,"Surrogate biomarker: IL6. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Dasatinib + Quercetin, Fisetin, Metformin, Resveratrol, Spermidine, Nicotinamide Riboside.",surrogate:tnf_alpha,"Surrogate biomarker: TNF-alpha. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Dasatinib + Quercetin, Fisetin, Resveratrol.",same_category,Nicotinamide Riboside,IL6
triplet_pair_rapamycin_il6,val,query_to_pair,Recommend a surrogate biomarker for Rapamycin with mechanism mTOR inhibition and autophagy focusing on cytokine signaling and inflammaging.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,pair:dasatinib_quercetin_il6,Drug intervention: Dasatinib + Quercetin. Mechanism: senolytic combination targeting senescent cell survival pathways. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.800. Surrogate confidence: 0.700. Literature support: 0.720. Reason: Inflammatory cytokine linked to SASP and inflammaging.,same_category,Rapamycin,IL6
triplet_surrogate_rapamycin_il6,val,query_to_surrogate,Recommend a surrogate biomarker for Rapamycin with mechanism mTOR inhibition and autophagy focusing on cytokine signaling and inflammaging.,surrogate:il6,"Surrogate biomarker: IL6. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Dasatinib + Quercetin, Fisetin, Metformin, Resveratrol, Spermidine, Nicotinamide Riboside.",surrogate:tnf_alpha,"Surrogate biomarker: TNF-alpha. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Dasatinib + Quercetin, Fisetin, Resveratrol.",same_category,Rapamycin,IL6
triplet_pair_rapamycin_crp,val,query_to_pair,Recommend a surrogate biomarker for Rapamycin with mechanism mTOR inhibition and autophagy focusing on inflammation signaling and inflammaging.,pair:rapamycin_crp,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.780. Surrogate confidence: 0.660. Literature support: 0.720. Reason: Accessible systemic inflammation surrogate for rapamycin-like interventions.,pair:dasatinib_quercetin_il6,Drug intervention: Dasatinib + Quercetin. Mechanism: senolytic combination targeting senescent cell survival pathways. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.800. Surrogate confidence: 0.700. Literature support: 0.720. Reason: Inflammatory cytokine linked to SASP and inflammaging.,same_category,Rapamycin,CRP
triplet_surrogate_rapamycin_crp,val,query_to_surrogate,Recommend a surrogate biomarker for Rapamycin with mechanism mTOR inhibition and autophagy focusing on inflammation signaling and inflammaging.,surrogate:crp,"Surrogate biomarker: CRP. Category: inflammation. Pathways: inflammation signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Metformin, Resveratrol, Liraglutide, Spermidine, Empagliflozin, Dasatinib + Quercetin, Acarbose.",surrogate:tnf_alpha,"Surrogate biomarker: TNF-alpha. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Dasatinib + Quercetin, Fisetin, Resveratrol.",same_category,Rapamycin,CRP
triplet_pair_rapamycin_epigenetic_clock,val,query_to_pair,Recommend a surrogate biomarker for Rapamycin with mechanism mTOR inhibition and autophagy focusing on aging clocks and genomic instability.,pair:rapamycin_epigenetic_clock,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.800. Literature support: 0.620. Reason: Longer-horizon systems-level surrogate for biological age modulation.,pair:spermidine_epigenetic_clock,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.780. Literature support: 0.600. Reason: Useful high-level aging surrogate for autophagy-focused interventions.,same_category,Rapamycin,epigenetic clock
triplet_surrogate_rapamycin_epigenetic_clock,val,query_to_surrogate,Recommend a surrogate biomarker for Rapamycin with mechanism mTOR inhibition and autophagy focusing on aging clocks and genomic instability.,surrogate:epigenetic_clock,"Surrogate biomarker: epigenetic clock. Category: epigenetic aging. Pathways: aging clocks. Aging hallmarks: genomic instability. Observed across interventions: Rapamycin, Spermidine, NMN.",surrogate:nad_nadh_ratio,"Surrogate biomarker: NAD+ NADH ratio. Category: mitochondrial. Pathways: redox balance. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: Nicotinamide Riboside, NMN.",fallback,Rapamycin,epigenetic clock
triplet_pair_rapamycin_igf_1,val,query_to_pair,Recommend a surrogate biomarker for Rapamycin with mechanism mTOR inhibition and autophagy focusing on insulin IGF signaling and deregulated nutrient sensing.,pair:rapamycin_igf_1,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IGF-1. Biomarker category: growth signaling. Pathway: insulin IGF signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.740. Surrogate confidence: 0.680. Literature support: 0.660. Reason: Nutrient-sensing related biomarker consistent with upstream pathway modulation.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_hallmark,Rapamycin,IGF-1
triplet_surrogate_rapamycin_igf_1,val,query_to_surrogate,Recommend a surrogate biomarker for Rapamycin with mechanism mTOR inhibition and autophagy focusing on insulin IGF signaling and deregulated nutrient sensing.,surrogate:igf_1,Surrogate biomarker: IGF-1. Category: growth signaling. Pathways: insulin IGF signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Rapamycin.,surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",same_hallmark,Rapamycin,IGF-1
