example_id,split,query_text,candidate_id,candidate_text,candidate_type,label,target_intervention,target_surrogate,negative_strategy
example_pos_rapamycin_igf_1,val,Rapamycin-like intervention targeting mTOR inhibition and autophagy. Would IGF-1 be a good surrogate endpoint?,pair:rapamycin_igf_1,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IGF-1. Biomarker category: growth signaling. Pathway: insulin IGF signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.740. Surrogate confidence: 0.680. Literature support: 0.660. Reason: Nutrient-sensing related biomarker consistent with upstream pathway modulation.,pair,1,Rapamycin,IGF-1,
example_neg_rapamycin_igf_1,val,Rapamycin-like intervention targeting mTOR inhibition and autophagy. Would IGF-1 be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,Rapamycin,IGF-1,same_hallmark
example_pos_rapamycin_fasting_insulin,val,Rapamycin-like intervention targeting mTOR inhibition and autophagy. Would fasting insulin be a good surrogate endpoint?,pair:rapamycin_fasting_insulin,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.700. Surrogate confidence: 0.610. Literature support: 0.580. Reason: Useful when rapamycin-like effects spill into insulin signaling or metabolic adaptation.,pair,1,Rapamycin,fasting insulin,
example_neg_rapamycin_fasting_insulin,val,Rapamycin-like intervention targeting mTOR inhibition and autophagy. Would fasting insulin be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,Rapamycin,fasting insulin,same_category
example_pos_rapamycin_gdf15,val,Rapamycin-like intervention targeting mTOR inhibition and autophagy. Would GDF15 be a good surrogate endpoint?,pair:rapamycin_gdf15,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.680. Surrogate confidence: 0.600. Literature support: 0.570. Reason: Stress-response marker that can capture systemic adaptation and tolerability signals.,pair,1,Rapamycin,GDF15,
example_neg_rapamycin_gdf15,val,Rapamycin-like intervention targeting mTOR inhibition and autophagy. Would GDF15 be a good surrogate endpoint?,pair:metformin_gdf15,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.800. Surrogate confidence: 0.740. Literature support: 0.720. Reason: Mechanistically relevant stress-response biomarker frequently discussed for metformin exposure and response.,pair,0,Rapamycin,GDF15,same_category
example_pos_resveratrol_crp,train,Resveratrol-like intervention targeting stress-response signaling and metabolic modulation. Would CRP be a good surrogate endpoint?,pair:resveratrol_crp,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.740. Surrogate confidence: 0.640. Literature support: 0.670. Reason: Straightforward inflammation surrogate for stress-response modulation.,pair,1,Resveratrol,CRP,
example_neg_resveratrol_crp,train,Resveratrol-like intervention targeting stress-response signaling and metabolic modulation. Would CRP be a good surrogate endpoint?,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,pair,0,Resveratrol,CRP,same_category
example_pos_resveratrol_il6,train,Resveratrol-like intervention targeting stress-response signaling and metabolic modulation. Would IL6 be a good surrogate endpoint?,pair:resveratrol_il6,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.720. Surrogate confidence: 0.620. Literature support: 0.640. Reason: Useful cytokine-level readout for inflammaging claims.,pair,1,Resveratrol,IL6,
example_neg_resveratrol_il6,train,Resveratrol-like intervention targeting stress-response signaling and metabolic modulation. Would IL6 be a good surrogate endpoint?,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,pair,0,Resveratrol,IL6,same_category
example_pos_resveratrol_homa_ir,train,Resveratrol-like intervention targeting stress-response signaling and metabolic modulation. Would HOMA-IR be a good surrogate endpoint?,pair:resveratrol_homa_ir,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: HOMA-IR. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.710. Surrogate confidence: 0.640. Literature support: 0.610. Reason: Summarizes insulin-resistance shifts in a single surrogate.,pair,1,Resveratrol,HOMA-IR,
example_neg_resveratrol_homa_ir,train,Resveratrol-like intervention targeting stress-response signaling and metabolic modulation. Would HOMA-IR be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,Resveratrol,HOMA-IR,same_category
example_pos_resveratrol_tnf_alpha,train,Resveratrol-like intervention targeting stress-response signaling and metabolic modulation. Would TNF-alpha be a good surrogate endpoint?,pair:resveratrol_tnf_alpha,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: TNF-alpha. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.700. Surrogate confidence: 0.600. Literature support: 0.620. Reason: Adds mechanistic depth to anti-inflammatory positioning.,pair,1,Resveratrol,TNF-alpha,
example_neg_resveratrol_tnf_alpha,train,Resveratrol-like intervention targeting stress-response signaling and metabolic modulation. Would TNF-alpha be a good surrogate endpoint?,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,pair,0,Resveratrol,TNF-alpha,same_category
example_pos_resveratrol_fasting_glucose,train,Resveratrol-like intervention targeting stress-response signaling and metabolic modulation. Would fasting glucose be a good surrogate endpoint?,pair:resveratrol_fasting_glucose,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: fasting glucose. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.690. Surrogate confidence: 0.610. Literature support: 0.600. Reason: Good metabolic readout when resveratrol is framed around insulin sensitivity.,pair,1,Resveratrol,fasting glucose,
example_neg_resveratrol_fasting_glucose,train,Resveratrol-like intervention targeting stress-response signaling and metabolic modulation. Would fasting glucose be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,Resveratrol,fasting glucose,same_category
example_pos_resveratrol_triglycerides,train,Resveratrol-like intervention targeting stress-response signaling and metabolic modulation. Would triglycerides be a good surrogate endpoint?,pair:resveratrol_triglycerides,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: triglycerides. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.680. Surrogate confidence: 0.580. Literature support: 0.590. Reason: Useful lipid readout for broader cardiometabolic benefit.,pair,1,Resveratrol,triglycerides,
example_neg_resveratrol_triglycerides,train,Resveratrol-like intervention targeting stress-response signaling and metabolic modulation. Would triglycerides be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,Resveratrol,triglycerides,same_category
example_pos_semaglutide_hba1c,test,Semaglutide-like intervention targeting GLP-1 receptor agonism and satiety signaling. Would HbA1c be a good surrogate endpoint?,pair:semaglutide_hba1c,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.890. Literature support: 0.860. Reason: High-confidence surrogate for metabolic response to GLP-1 receptor agonism.,pair,1,Semaglutide,HbA1c,
example_neg_semaglutide_hba1c,test,Semaglutide-like intervention targeting GLP-1 receptor agonism and satiety signaling. Would HbA1c be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,Semaglutide,HbA1c,same_category
example_pos_semaglutide_fasting_glucose,test,Semaglutide-like intervention targeting GLP-1 receptor agonism and satiety signaling. Would fasting glucose be a good surrogate endpoint?,pair:semaglutide_fasting_glucose,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: fasting glucose. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.870. Surrogate confidence: 0.850. Literature support: 0.820. Reason: Rapid readout of improved glucose regulation.,pair,1,Semaglutide,fasting glucose,
example_neg_semaglutide_fasting_glucose,test,Semaglutide-like intervention targeting GLP-1 receptor agonism and satiety signaling. Would fasting glucose be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,Semaglutide,fasting glucose,same_category
example_pos_semaglutide_body_fat_percentage,test,Semaglutide-like intervention targeting GLP-1 receptor agonism and satiety signaling. Would body fat percentage be a good surrogate endpoint?,pair:semaglutide_body_fat_percentage,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: body fat percentage. Biomarker category: body composition. Pathway: energy balance. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.840. Surrogate confidence: 0.780. Literature support: 0.800. Reason: Strong body-composition surrogate consistent with satiety-driven weight reduction.,pair,1,Semaglutide,body fat percentage,
example_neg_semaglutide_body_fat_percentage,test,Semaglutide-like intervention targeting GLP-1 receptor agonism and satiety signaling. Would body fat percentage be a good surrogate endpoint?,pair:liraglutide_body_fat_percentage,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: body fat percentage. Biomarker category: body composition. Pathway: energy balance. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.820. Surrogate confidence: 0.750. Literature support: 0.760. Reason: Good demo-friendly surrogate for adiposity reduction over months.,pair,0,Semaglutide,body fat percentage,same_category
example_pos_semaglutide_fasting_insulin,test,Semaglutide-like intervention targeting GLP-1 receptor agonism and satiety signaling. Would fasting insulin be a good surrogate endpoint?,pair:semaglutide_fasting_insulin,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.830. Surrogate confidence: 0.800. Literature support: 0.750. Reason: Captures improved insulin sensitivity and lower insulin demand.,pair,1,Semaglutide,fasting insulin,
example_neg_semaglutide_fasting_insulin,test,Semaglutide-like intervention targeting GLP-1 receptor agonism and satiety signaling. Would fasting insulin be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,Semaglutide,fasting insulin,same_category
example_pos_semaglutide_triglycerides,test,Semaglutide-like intervention targeting GLP-1 receptor agonism and satiety signaling. Would triglycerides be a good surrogate endpoint?,pair:semaglutide_triglycerides,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: triglycerides. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.790. Surrogate confidence: 0.700. Literature support: 0.720. Reason: Useful cardiometabolic surrogate beyond glycemia alone.,pair,1,Semaglutide,triglycerides,
example_neg_semaglutide_triglycerides,test,Semaglutide-like intervention targeting GLP-1 receptor agonism and satiety signaling. Would triglycerides be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,Semaglutide,triglycerides,same_category
example_pos_semaglutide_ldl_c,test,Semaglutide-like intervention targeting GLP-1 receptor agonism and satiety signaling. Would LDL-C be a good surrogate endpoint?,pair:semaglutide_ldl_c,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: LDL-C. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.730. Surrogate confidence: 0.630. Literature support: 0.670. Reason: Relevant when positioning semaglutide-like compounds in cardiometabolic aging.,pair,1,Semaglutide,LDL-C,
example_neg_semaglutide_ldl_c,test,Semaglutide-like intervention targeting GLP-1 receptor agonism and satiety signaling. Would LDL-C be a good surrogate endpoint?,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,pair,0,Semaglutide,LDL-C,same_category
example_pos_spermidine_epigenetic_clock,train,Spermidine-like intervention targeting autophagy induction and cellular maintenance. Would epigenetic clock be a good surrogate endpoint?,pair:spermidine_epigenetic_clock,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.780. Literature support: 0.600. Reason: Useful high-level aging surrogate for autophagy-focused interventions.,pair,1,Spermidine,epigenetic clock,
example_neg_spermidine_epigenetic_clock,train,Spermidine-like intervention targeting autophagy induction and cellular maintenance. Would epigenetic clock be a good surrogate endpoint?,pair:rapamycin_epigenetic_clock,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.800. Literature support: 0.620. Reason: Longer-horizon systems-level surrogate for biological age modulation.,pair,0,Spermidine,epigenetic clock,same_category
example_pos_spermidine_crp,train,Spermidine-like intervention targeting autophagy induction and cellular maintenance. Would CRP be a good surrogate endpoint?,pair:spermidine_crp,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.700. Surrogate confidence: 0.610. Literature support: 0.600. Reason: Inflammation readout aligned with healthier systemic aging trajectories.,pair,1,Spermidine,CRP,
example_neg_spermidine_crp,train,Spermidine-like intervention targeting autophagy induction and cellular maintenance. Would CRP be a good surrogate endpoint?,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,pair,0,Spermidine,CRP,same_category
example_pos_spermidine_il6,train,Spermidine-like intervention targeting autophagy induction and cellular maintenance. Would IL6 be a good surrogate endpoint?,pair:spermidine_il6,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.680. Surrogate confidence: 0.590. Literature support: 0.580. Reason: Pairs well with CRP for inflammaging-aware reasoning.,pair,1,Spermidine,IL6,
example_neg_spermidine_il6,train,Spermidine-like intervention targeting autophagy induction and cellular maintenance. Would IL6 be a good surrogate endpoint?,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,pair,0,Spermidine,IL6,same_category
example_pos_spermidine_mtdna_copy_number,train,Spermidine-like intervention targeting autophagy induction and cellular maintenance. Would mtDNA copy number be a good surrogate endpoint?,pair:spermidine_mtdna_copy_number,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: mtDNA copy number. Biomarker category: mitochondrial. Pathway: mitochondrial maintenance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.670. Surrogate confidence: 0.570. Literature support: 0.540. Reason: Supports the cellular-maintenance and mitochondrial-quality narrative.,pair,1,Spermidine,mtDNA copy number,
example_neg_spermidine_mtdna_copy_number,train,Spermidine-like intervention targeting autophagy induction and cellular maintenance. Would mtDNA copy number be a good surrogate endpoint?,pair:nicotinamide_riboside_nad_nadh_ratio,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.890. Surrogate confidence: 0.810. Literature support: 0.770. Reason: Closest mechanistic surrogate to the intended NAD-boosting effect.,pair,0,Spermidine,mtDNA copy number,same_category
example_pos_spermidine_gdf15,train,Spermidine-like intervention targeting autophagy induction and cellular maintenance. Would GDF15 be a good surrogate endpoint?,pair:spermidine_gdf15,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.660. Surrogate confidence: 0.580. Literature support: 0.550. Reason: Stress-response biomarker for systemic adaptation and resilience.,pair,1,Spermidine,GDF15,
example_neg_spermidine_gdf15,train,Spermidine-like intervention targeting autophagy induction and cellular maintenance. Would GDF15 be a good surrogate endpoint?,pair:metformin_gdf15,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.800. Surrogate confidence: 0.740. Literature support: 0.720. Reason: Mechanistically relevant stress-response biomarker frequently discussed for metformin exposure and response.,pair,0,Spermidine,GDF15,same_category
